Station Name,bike_latitude,bike_longitude,Bikes Available,cine_latitude,cine_longitude,name,distance,address,telephone,rating,open_true
Abbott & Cordova,49.282759,-123.106955,15,49.282767,-123.109268,Kokoro Dance Theatre Society,661,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,1
Abbott & Cordova,49.282759,-123.106955,15,49.281089,-123.112776,Vancouver Civic Theatres,383,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,830,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,690,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,414,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,213,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,709,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,727,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,795,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,181,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,312,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,716,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,245,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,623,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,865,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,571,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,821,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,968,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,146,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,394,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,320,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,590,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,936,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,948,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,826,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,525,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,903,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,832,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,300,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,116,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,951,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,721,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,461,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,506,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,323,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,820,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,885,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,305,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,306,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,452,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,687,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,482,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,819,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,539,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,446,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,873,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,905,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,676,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,969,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,951,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,499,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,601,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,466,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,827,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,132,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,510,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,658,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,688,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,653,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,651,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,981,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,78,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,440,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,889,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,468,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,146,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,492,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,817,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,938,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,624,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,855,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,656,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,867,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,947,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,670,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.28057,-123.119384,Vancouver Civic Theatres,856,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,642,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Cordova & Bute,49.289124,-123.12196,5,49.281878,-123.124201,Cineplex Inc,854,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,830,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,690,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,414,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,213,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,709,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,727,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,795,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,181,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,312,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,716,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,245,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,623,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,865,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,571,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,821,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,968,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,146,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,394,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,320,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,590,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,936,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,948,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,826,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,525,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,903,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,832,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,300,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,116,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,951,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,721,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,461,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,506,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,323,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,820,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,885,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,305,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,306,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,452,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,687,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,482,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,819,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,539,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,446,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,873,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,905,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,676,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,969,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,951,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,499,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,601,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,466,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,827,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,132,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,510,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,658,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,688,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,653,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,651,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,981,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,78,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,440,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,889,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,468,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,146,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,492,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,817,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,938,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,624,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,855,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,656,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,867,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,947,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,670,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.28057,-123.119384,Vancouver Civic Theatres,856,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,642,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Hornby & Nelson,49.28062,-123.12482,14,49.281878,-123.124201,Cineplex Inc,854,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Helmcken & Burrard,49.279938,-123.127478,6,49.281878,-123.124201,Cineplex Inc,830,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Helmcken & Burrard,49.279938,-123.127478,6,49.28057,-123.119384,Vancouver Civic Theatres,690,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Helmcken & Burrard,49.279938,-123.127478,6,49.281878,-123.124201,Cineplex Inc,414,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Helmcken & Burrard,49.279938,-123.127478,6,49.28057,-123.119384,Vancouver Civic Theatres,213,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Helmcken & Burrard,49.279938,-123.127478,6,49.281878,-123.124201,Cineplex Inc,709,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Helmcken & Burrard,49.279938,-123.127478,6,49.28057,-123.119384,Vancouver Civic Theatres,727,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Helmcken & Burrard,49.279938,-123.127478,6,49.28057,-123.119384,Vancouver Civic Theatres,795,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Helmcken & Burrard,49.279938,-123.127478,6,49.281878,-123.124201,Cineplex Inc,181,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Helmcken & Burrard,49.279938,-123.127478,6,49.28057,-123.119384,Vancouver Civic Theatres,312,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Helmcken & Burrard,49.279938,-123.127478,6,49.281878,-123.124201,Cineplex Inc,716,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Helmcken & Burrard,49.279938,-123.127478,6,49.28057,-123.119384,Vancouver Civic Theatres,245,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,0
Helmcken & Burrard,49.279938,-123.127478,6,49.281878,-123.124201,Cineplex Inc,623,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
Helmcken & Burrard,49.279938,-123.127478,6,49.281878,-123.124201,Cineplex Inc,865,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,1
