Latitude,Longitude,name,distance,address,telephone,rating,open_true
49.281089,-123.112776,Vancouver Civic Theatres,699,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.254508,-123.114891,Cineplex Inc,979,"3440 Cambie St, Vancouver BC V5Z 2W8",(604) 709-3456,,False
49.2803,-123.106705,Cineplex Cinemas,836,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.280419,-123.106959,Cineplex Inc,865,"88 West Pender, Vancouver BC V6B 6N9",(604) 806-0799,,False
49.270848,-123.136236,Vancouver TheatreSports League,581,"1502 Duranleau St, Vancouver BC V6H 3S4",(604) 738-7013,7.6,False
49.276798,-123.142342,Bard on the Beach Theatre Society,728,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.281878,-123.124201,Cineplex Inc,951,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.281878,-123.124201,Cineplex Inc,499,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.282767,-123.109268,Kokoro Dance Theatre Society,921,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.28057,-123.119384,Vancouver Civic Theatres,601,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.283694,-123.112106,SHIFT Theatre Society,691,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,False
49.281878,-123.124201,Cineplex Inc,466,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.28057,-123.119384,Vancouver Civic Theatres,827,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.263025,-123.113913,Pacific Ballet Theatre School,140,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.2803,-123.106705,Cineplex Cinemas,583,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.282767,-123.109268,Kokoro Dance Theatre Society,355,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.281089,-123.112776,Vancouver Civic Theatres,157,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.283694,-123.112106,SHIFT Theatre Society,219,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,False
49.263025,-123.113913,Pacific Ballet Theatre School,969,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.282767,-123.109268,Kokoro Dance Theatre Society,236,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.2803,-123.106705,Cineplex Cinemas,579,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.283694,-123.112106,SHIFT Theatre Society,123,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,False
49.281089,-123.112776,Vancouver Civic Theatres,405,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.28057,-123.119384,Vancouver Civic Theatres,132,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.2803,-123.106705,Cineplex Cinemas,794,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.281878,-123.124201,Cineplex Inc,510,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.282767,-123.109268,Kokoro Dance Theatre Society,669,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.263025,-123.113913,Pacific Ballet Theatre School,395,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.276798,-123.142342,Bard on the Beach Theatre Society,419,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.270848,-123.136236,Vancouver TheatreSports League,829,"1502 Duranleau St, Vancouver BC V6H 3S4",(604) 738-7013,7.6,False
49.276798,-123.142342,Bard on the Beach Theatre Society,550,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.276798,-123.142342,Bard on the Beach Theatre Society,719,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.2803,-123.106705,Cineplex Cinemas,626,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.282767,-123.109268,Kokoro Dance Theatre Society,487,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.281089,-123.112776,Vancouver Civic Theatres,183,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.281878,-123.124201,Cineplex Inc,658,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.263025,-123.113913,Pacific Ballet Theatre School,504,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.267007,-123.145315,Cineplex Cinemas,710,"2110 Burrard St (at W 5th Ave), Vancouver BC V6J 3H6",(604) 734-7469,8.1,False
49.267237,-123.162527,Cineplex Odeon Fifth Avenue,866,"W 5th Ave (at Burrard St), Vancouver BC",,,False
49.254508,-123.114891,Cineplex Inc,746,"3440 Cambie St, Vancouver BC V5Z 2W8",(604) 709-3456,,False
49.263025,-123.113913,Pacific Ballet Theatre School,933,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.281878,-123.124201,Cineplex Inc,688,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.28057,-123.119384,Vancouver Civic Theatres,653,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.281878,-123.124201,Cineplex Inc,651,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.28057,-123.119384,Vancouver Civic Theatres,981,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.281878,-123.124201,Cineplex Inc,78,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.28057,-123.119384,Vancouver Civic Theatres,440,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.281089,-123.112776,Vancouver Civic Theatres,878,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.283694,-123.112106,SHIFT Theatre Society,922,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,False
49.276798,-123.142342,Bard on the Beach Theatre Society,892,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.281878,-123.124201,Cineplex Inc,889,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.267007,-123.145315,Cineplex Cinemas,504,"2110 Burrard St (at W 5th Ave), Vancouver BC V6J 3H6",(604) 734-7469,8.1,False
49.270848,-123.136236,Vancouver TheatreSports League,122,"1502 Duranleau St, Vancouver BC V6H 3S4",(604) 738-7013,7.6,False
49.267007,-123.145315,Cineplex Cinemas,827,"2110 Burrard St (at W 5th Ave), Vancouver BC V6J 3H6",(604) 734-7469,8.1,False
49.276798,-123.142342,Bard on the Beach Theatre Society,899,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.281878,-123.124201,Cineplex Inc,468,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.28057,-123.119384,Vancouver Civic Theatres,146,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.2803,-123.106705,Cineplex Cinemas,909,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.282767,-123.109268,Kokoro Dance Theatre Society,815,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.281878,-123.124201,Cineplex Inc,492,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.28057,-123.119384,Vancouver Civic Theatres,817,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.267237,-123.162527,Cineplex Odeon Fifth Avenue,636,"W 5th Ave (at Burrard St), Vancouver BC",,,False
49.281878,-123.124201,Cineplex Inc,938,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.267007,-123.145315,Cineplex Cinemas,822,"2110 Burrard St (at W 5th Ave), Vancouver BC V6J 3H6",(604) 734-7469,8.1,False
49.267237,-123.162527,Cineplex Odeon Fifth Avenue,668,"W 5th Ave (at Burrard St), Vancouver BC",,,False
49.267237,-123.162527,Cineplex Odeon Fifth Avenue,498,"W 5th Ave (at Burrard St), Vancouver BC",,,False
49.267237,-123.162527,Cineplex Odeon Fifth Avenue,901,"W 5th Ave (at Burrard St), Vancouver BC",,,False
49.267237,-123.162527,Cineplex Odeon Fifth Avenue,653,"W 5th Ave (at Burrard St), Vancouver BC",,,False
49.267237,-123.162527,Cineplex Odeon Fifth Avenue,837,"W 5th Ave (at Burrard St), Vancouver BC",,,False
49.267237,-123.162527,Cineplex Odeon Fifth Avenue,382,"W 5th Ave (at Burrard St), Vancouver BC",,,False
49.254508,-123.114891,Cineplex Inc,35,"3440 Cambie St, Vancouver BC V5Z 2W8",(604) 709-3456,,False
49.263025,-123.113913,Pacific Ballet Theatre School,914,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.254508,-123.114891,Cineplex Inc,391,"3440 Cambie St, Vancouver BC V5Z 2W8",(604) 709-3456,,False
49.263025,-123.113913,Pacific Ballet Theatre School,999,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.267237,-123.162527,Cineplex Odeon Fifth Avenue,727,"W 5th Ave (at Burrard St), Vancouver BC",,,False
49.276798,-123.142342,Bard on the Beach Theatre Society,867,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.270848,-123.136236,Vancouver TheatreSports League,923,"1502 Duranleau St, Vancouver BC V6H 3S4",(604) 738-7013,7.6,False
49.281878,-123.124201,Cineplex Inc,624,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.28057,-123.119384,Vancouver Civic Theatres,855,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.263025,-123.113913,Pacific Ballet Theatre School,831,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.254508,-123.114891,Cineplex Inc,563,"3440 Cambie St, Vancouver BC V5Z 2W8",(604) 709-3456,,False
49.263025,-123.113913,Pacific Ballet Theatre School,387,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.281878,-123.124201,Cineplex Inc,656,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.28057,-123.119384,Vancouver Civic Theatres,867,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.283694,-123.112106,SHIFT Theatre Society,971,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,False
49.282767,-123.109268,Kokoro Dance Theatre Society,347,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.2803,-123.106705,Cineplex Cinemas,689,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.283694,-123.112106,SHIFT Theatre Society,160,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,False
49.281089,-123.112776,Vancouver Civic Theatres,448,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.263025,-123.113913,Pacific Ballet Theatre School,332,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.263025,-123.113913,Pacific Ballet Theatre School,525,"456 Broadway W, Vancouver BC V5Y 1R3",(604) 873-5024,,False
49.270848,-123.136236,Vancouver TheatreSports League,613,"1502 Duranleau St, Vancouver BC V6H 3S4",(604) 738-7013,7.6,False
49.276798,-123.142342,Bard on the Beach Theatre Society,941,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.281878,-123.124201,Cineplex Inc,947,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.254508,-123.114891,Cineplex Inc,893,"3440 Cambie St, Vancouver BC V5Z 2W8",(604) 709-3456,,False
49.254508,-123.114891,Cineplex Inc,354,"3440 Cambie St, Vancouver BC V5Z 2W8",(604) 709-3456,,False
49.254508,-123.114891,Cineplex Inc,598,"3440 Cambie St, Vancouver BC V5Z 2W8",(604) 709-3456,,False
49.267007,-123.145315,Cineplex Cinemas,848,"2110 Burrard St (at W 5th Ave), Vancouver BC V6J 3H6",(604) 734-7469,8.1,False
49.276798,-123.142342,Bard on the Beach Theatre Society,896,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.270848,-123.136236,Vancouver TheatreSports League,858,"1502 Duranleau St, Vancouver BC V6H 3S4",(604) 738-7013,7.6,False
49.281878,-123.124201,Cineplex Inc,670,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.28057,-123.119384,Vancouver Civic Theatres,856,"823 Seymour St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.282767,-123.109268,Kokoro Dance Theatre Society,400,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.2803,-123.106705,Cineplex Cinemas,743,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.283694,-123.112106,SHIFT Theatre Society,221,"422 Richards St, Vancouver BC V6B 2Z4",(778) 300-1852,,False
49.281089,-123.112776,Vancouver Civic Theatres,509,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.270848,-123.136236,Vancouver TheatreSports League,362,"1502 Duranleau St, Vancouver BC V6H 3S4",(604) 738-7013,7.6,False
49.267007,-123.145315,Cineplex Cinemas,491,"2110 Burrard St (at W 5th Ave), Vancouver BC V6J 3H6",(604) 734-7469,8.1,False
49.276798,-123.142342,Bard on the Beach Theatre Society,673,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.2803,-123.106705,Cineplex Cinemas,516,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.282767,-123.109268,Kokoro Dance Theatre Society,819,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.280419,-123.106959,Cineplex Inc,545,"88 West Pender, Vancouver BC V6B 6N9",(604) 806-0799,,False
49.281089,-123.112776,Vancouver Civic Theatres,967,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.276798,-123.142342,Bard on the Beach Theatre Society,889,"1100 Chestnut St, Vancouver BC V6J 3J9",(604) 737-1551,8.2,True
49.281878,-123.124201,Cineplex Inc,642,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
49.2803,-123.106705,Cineplex Cinemas,609,"88 W Pender St (btwn Abbott & Carrall), Vancouver BC V6B 2L1",(604) 806-0799,6.7,False
49.282767,-123.109268,Kokoro Dance Theatre Society,661,"207 Hastings St W, Vancouver BC V6B 1H7",(604) 662-7441,,True
49.281089,-123.112776,Vancouver Civic Theatres,383,"600 Hamilton St, Vancouver BC V6B 3L4",(604) 665-3050,,False
49.281878,-123.124201,Cineplex Inc,854,"900 Burrard St, Vancouver BC V6Z 3G5",(604) 630-1416,,True
